wave,agn_b,agn_b_err,agn_f,agn_f_err,agn_rms,agn_rms_err,gal,gal_err,unred_agn_b,unred_agn_b_err,unred_agn_f,unred_agn_f_err,unred_agn_rms,unred_agn_rms_err,unred_gal,unred_gal_err
1894,5.898383358792647,0.15256557139291047,2.6955344356772284,0.13799225783567887,0.8479171284823873,0.07095389814431839,0.3346598338225916,0.3753566468839111,7.347424935064188,0.19004598638262102,3.357739862143009,0.17189248212500186,1.0562228790016712,0.08838497072056731,0.4168749059226734,0.4675696066356483
4770,4.181929772935165,0.26496513428774987,1.922941965895841,0.2643940228670798,0.5966596268833801,0.002237103012454778,3.070967539188355,0.26412977088786704,4.6329046145363595,0.29353869146190326,2.130309974342694,0.29290599199541273,0.6610027639836242,0.0024783498127278606,3.4021373996941278,0.2926132433649077
5510,3.9074563893145933,0.2471072412934624,1.7967226565711871,0.24686622999682598,0.5575043682268839,0.0016590484808159235,4.0647359825619205,0.246796489009861,4.247911425198717,0.26863759155708994,1.9532703478492108,0.2683755810472904,0.6060794899375918,0.0018036006789196018,4.418894723421304,0.26829976355739
6231,4.273059032665019,0.2713280877446257,1.9648442696855557,0.2702964151231082,0.6096811620216118,0.0034210160314777703,5.952442564159464,0.2698941546968317,4.584537852186159,0.29110617923074195,2.1080689171772233,0.2899993042383173,0.6541230401185615,0.0036703863366623945,6.386337759376422,0.2895677215860292
7625,3.7744221469707346,0.23988104280165595,1.735554788240736,0.2387611639222807,0.5385321388828788,0.003576081337723845,5.662878132931187,0.23839784703027958,3.9731834425133945,0.2525131928333231,1.8269492069792053,0.25133434106531793,0.5668912734597114,0.0037643979944132354,5.96108563341042,0.2509518918840988
9134,4.155643536517853,0.2705389423713994,1.9108580590993414,0.26430335712854847,0.5928617420616655,0.009095171643178825,6.38698040767626,0.2624485201334666,4.315573399255448,0.2809506284408179,1.9843973952857314,0.274475066818084,0.6156780149679175,0.009445199151478371,6.6327832276080425,0.27254884645640265
