57531.82072527477 3.6921332 0.051602058
57531.89770574352 3.7009013 0.051334944
57557.087204610536 4.5523977 0.05863379
57557.8064407434 4.6448097 0.05830316
57565.452123962845 4.163697 0.044883326
57573.4210419529 4.231861 0.046562582
57581.27580840139 4.7560544 0.05067903
57589.24901203519 4.6617785 0.050103433
57597.359430825 4.0694814 0.044379406
57741.20731794989 2.5713024 0.029921832
57749.90757530012 2.1204317 0.025775962
57757.55460275359 3.623965 0.04021028
57765.1893510441 4.1563177 0.045389716
57772.56360145891 4.000375 0.04310304
57781.13386430578 3.9857342 0.04308119
57789.83591727431 4.8086805 0.083752304
57792.64581849317 4.7051578 0.055356275
57797.09797978935 3.7459714 0.04867725
57927.76919264178 5.229055 0.05499237
57934.86574118947 3.9261198 0.042497985
57941.38855453704 4.993102 0.052642718
57948.48561841864 4.843607 0.051777303
57955.33619981632 4.9786386 0.052960087
57962.04299787072 4.8899016 0.05193554
