Unnamed: 0,Unnamed: 1,id,radeg,raerr,decdeg,decerr,V,Verr,Vnobs,B,Berr,Bnobs,up,SUerr,SUnobs,gp,SGerr,SGnobs,rp,SRerr,SRnobs,ip,SIerr,SInobs,zs,SZerr,SZnobs,Y,Yerr,Ynobs,u_lco,B_lco,g_lco,V_lco,r_lco,i_lco,z_lco,y_lco,uerr_lco,Berr_lco,gerr_lco,Verr_lco,rerr_lco,ierr_lco,zerr_lco,yerr_lco,teff,norm,teff_err,norm_err,ebv,covar,redchi
207,207,207,225.473061,0.284,10.764144,0.424,13.912,0.055,8,14.949,0.042,8,,,0,14.385,0.02,7,13.502,0.037,7,13.12,0.047,7,12.843,0.175,3,,,0,16.9675366783774,14.811745493795115,14.429299171342464,13.937293603276238,13.465086440603748,13.155033835659133,13.023900477012116,12.708575808846224,0.0904713054643864,0.03171089046703773,0.026665265672148532,0.02283239306325066,0.03556582716791057,0.05173746887885115,0.06084390862102247,0.06084390862102273,,,,,,,
208,208,208,225.476548,0.501,9.87988,0.286,,,0,,,0,,,0,18.194,0.152,1,17.367,0.168,1,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
209,209,209,225.476815,0.175,10.506402,0.155,15.348,0.066,8,15.999,0.043,8,,,0,15.581,0.036,7,15.163,0.052,7,15.015,0.035,7,,,0,,,0,17.090451636363802,15.881753241375272,15.621558191205224,15.321281866329937,15.148250788447221,15.01880240867835,14.997782906762161,14.682458238596276,0.11390096237674582,0.0522509346564454,0.04010448239300658,0.026953461955263575,0.018422999137360035,0.021630179204924646,0.027240396509564325,0.02724039650956438,,,,,,,
210,210,210,225.477052,0.4,10.753829,0.228,14.475,0.046,8,15.347,0.048,8,,,0,14.822,0.021,7,14.205,0.042,7,13.922,0.066,7,,,0,,,0,16.843706760335273,15.190146131900178,14.8662862934546,14.478356449247613,14.175755458500461,13.97076357892039,13.898555996181628,13.583231328015742,0.14152209025208468,0.03707380804211743,0.029432369603185436,0.027060187227661778,0.04803452533887884,0.06456471404263397,0.07567011593111772,0.07567011593111742,,,,,,,
211,211,211,225.478141,0.696,10.273502,0.514,16.742,0.11,5,18.065,0.137,5,,,0,17.373,0.061,7,16.257,0.056,7,15.767,0.112,7,,,0,,,0,20.23674831541011,17.86057784627674,17.41796838750249,16.82021733584908,16.23805294465688,15.741634048109873,15.519505946077658,15.204181277911768,0.02967521180499102,0.02791889705196179,0.027544546502568282,0.03414039850418281,0.041510998734617846,0.07567535430817864,0.09377447462393544,0.0937744746239352,,,,,,,
212,212,212,225.47872,0.5,10.817625,0.261,16.266,0.082,8,17.062,0.086,8,,,0,16.614,0.059,7,16.052,0.087,7,15.703,0.127,6,,,0,,,0,18.543552752803393,16.969074517770913,16.655170007191444,16.2836613700725,16.005497134666278,15.813740108329512,15.752412083673754,15.437087415507861,0.13432968485785274,0.037731199489491545,0.029776005576267722,0.025939168209863153,0.04196221318962392,0.05619330519344541,0.06615313519022464,0.0661531351902246,,,,,,,
213,213,213,225.478933,0.72,11.032835,0.373,17.444,0.085,6,17.841,0.136,6,,,0,17.568,0.074,5,17.3,0.184,5,16.494,0.216,1,,,0,,,0,18.82915483050138,17.828002792191093,17.64970148557982,17.427672256186995,17.323630561993568,17.249030773586227,17.267864057580347,16.952539389414454,0.517582390083996,0.25162845833890407,0.1989647930302161,0.15418761760388902,0.1681535775937877,0.22692947255230647,0.2798013926833985,0.2798013926833986,,,,,,,
214,214,214,225.479794,0.275,9.918233,0.147,15.325,0.068,8,16.155,0.072,8,,,0,15.639,0.022,7,15.077,0.052,7,14.879,0.047,7,,,0,,,0,17.423540530882526,15.959785660880613,15.657026180791824,15.3043234750672,15.061774596889247,14.887799054444471,14.836432533034525,14.521107864868632,0.12568169102107488,0.03719622309959935,0.02716208184460496,0.019918854368700434,0.0310488045875898,0.04353483872821686,0.05261202529573865,0.052612025295738565,,,,,,,
215,215,215,225.480096,0.748,10.244282,0.236,,,0,,,0,,,0,18.06,0.066,2,17.276,0.033,2,16.605,0.207,1,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
216,216,216,225.480267,0.539,11.025427,0.493,17.22,0.11,5,18.018,0.242,5,,,0,17.519,0.089,4,17.095,0.193,4,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
217,217,217,225.484697,0.449,10.626669,0.299,16.464,0.065,8,17.147,0.108,8,,,0,16.767,0.058,7,16.292,0.036,7,16.072,0.159,7,,,0,,,0,18.287257718453503,17.046865979770182,16.78330478855196,16.477556346689184,16.296562893360502,16.160681237810188,16.135904682421966,15.820580014256073,0.07878739019998966,0.03275436113766726,0.024264649744360083,0.014976811019819559,0.00963001228662624,0.013532978889696618,0.018135282608038508,0.018135282608038487,,,,,,,
218,218,218,225.485492,0.503,10.744038,0.409,16.716,0.14,7,17.611,0.189,7,,,0,17.046,0.07,7,16.446,0.081,7,16.177,0.243,5,,,0,,,0,18.999521733515486,17.412953339463606,17.09690448212106,16.722397353724922,16.440002540062395,16.246110805274647,16.183098644131483,15.86777397596559,0.14700500548306158,0.04233471957370278,0.033242989611656906,0.02746931743237147,0.04319282547344933,0.05846390966300971,0.06919349081493278,0.06919349081493281,,,,,,,
219,219,219,225.485497,0.455,10.815317,0.455,,,0,,,0,,,0,17.995,0.095,6,17.043,0.153,6,16.359,0.08,3,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
220,220,220,225.485597,0.496,10.699399,0.73,17.547,0.115,2,17.943,0.031,2,,,0,17.921,0.193,3,17.36,0.111,3,16.618,0.3,1,,,0,,,0,18.864052625979454,17.883024624674462,17.70463509010819,17.48938609537936,17.412838580284834,17.360734688865946,17.393578901663176,17.07825423349729,0.12840792506230614,0.05715973228988365,0.052727074892472185,0.07947508072874618,0.12334183800208934,0.16311663002435542,0.19237631969769275,0.19237631969769267,,,,,,,
221,221,221,225.485958,0.555,10.105885,0.582,17.444,0.351,2,17.891,0.003,2,,,0,17.74,0.133,4,17.319,0.074,4,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
222,222,222,225.48671,0.36,9.836694,0.333,14.509,0.044,8,15.132,0.069,8,,,0,14.73,0.026,7,14.363,0.035,7,14.214,0.038,7,,,0,,,0,16.086605162743126,14.987606868965209,14.758145124138547,14.492914293455968,14.356029673412042,14.250459463473184,14.246041330604463,13.930716662438577,0.10192420171013836,0.04956336717046401,0.03633884357783727,0.023064311577237893,0.019951436471248144,0.028028121691530405,0.035868995066420155,0.035868995066420245,,,,,,,
223,223,223,225.487683,0.586,10.764526,0.413,,,0,,,0,,,0,18.303,0.174,5,17.101,0.159,5,16.34,0.03,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
224,224,224,225.488813,0.408,10.754105,0.502,17.492,0.032,2,18.284,0.052,2,,,0,17.674,0.052,3,17.399,0.449,3,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
225,225,225,225.489224,0.414,10.044489,0.684,17.934,0.246,1,18.226,0.233,1,,,0,18.148,0.137,1,17.728,0.221,1,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
226,226,226,225.490873,0.617,10.010815,0.441,17.084,0.122,6,17.874,0.163,6,,,0,17.367,0.077,6,16.972,0.172,6,16.616,0.214,1,,,0,,,0,19.033674233428357,17.707145001745616,17.430891836626436,17.107831923257706,16.888496038500307,16.73079074414516,16.695358966281916,16.38003429811603,0.24794259076343764,0.07703429040773575,0.0556760186604312,0.04401328954935886,0.06873287467685978,0.09594082032595275,0.11562382652459045,0.1156238265245901,,,,,,,
227,227,227,225.49123,0.283,10.32151,0.21,,,0,,,0,,,0,18.126,0.147,1,17.526,0.237,1,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
228,228,228,225.492301,0.422,9.944163,0.209,,,0,,,0,,,0,18.175,0.146,1,17.074,0.127,1,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
229,229,229,225.492789,1.106,11.027632,0.439,17.25,0.175,1,18.029,0.22,1,,,0,17.692,0.096,5,16.952,0.122,5,16.099,0.165,2,,,0,,,0,20.141080080321643,18.109925571102494,17.743259571800905,17.275952193563647,16.83335900347887,16.52996861704387,16.41021812110715,16.094893452941257,0.32676225037037493,0.13891502981023976,0.1189344255088845,0.10258531507099139,0.13913983765927831,0.19591322571936487,0.23249304885257938,0.23249304885257935,,,,,,,
230,230,230,225.494442,0.311,10.396669,0.283,15.995,0.074,8,16.992,0.068,8,,,0,16.429,0.057,7,15.597,0.057,7,15.286,0.131,7,,,0,,,0,18.939812654191726,16.86766779526419,16.495730179133886,16.024471355237914,15.58623065596067,15.301506508545398,15.182880843296168,14.867556175130275,0.08560447571805793,0.02750218065600519,0.0240178154504615,0.023800137659556297,0.03927711875643058,0.0532521223874771,0.061302077400015025,0.061302077400014955,,,,,,,
231,231,231,225.496245,0.722,9.95354,0.525,16.848,0.077,8,17.507,0.107,8,,,0,17.081,0.046,7,16.633,0.145,7,16.351,0.438,4,,,0,,,0,18.543273008828557,17.36270243370989,17.111363840498456,16.817131917357656,16.654866983495104,16.5322950453903,16.515482544174112,16.20015787600822,0.13276844930998566,0.030332700539893967,0.02721066598184807,0.04647202488640136,0.07766163669515026,0.10072742670941061,0.11673163235503789,0.11673163235503711,,,,,,,
232,232,232,225.496973,0.213,10.925001,0.045,,,0,,,0,,,0,18.245,0.134,1,17.375,0.154,1,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
233,233,233,225.497801,0.559,11.020347,0.425,17.036,0.107,6,17.805,0.197,6,,,0,17.293,0.053,6,16.807,0.147,6,16.582,0.196,2,,,0,,,0,18.922536813369483,17.609269773289974,17.33474164778282,17.006609690480403,16.797211204903057,16.647472073384854,16.612609288118385,16.2972846199525,0.15825858773337148,0.04258731146343353,0.03125838658915937,0.03388707806791114,0.05852652983775088,0.07816309595204887,0.09199379165506155,0.09199379165506183,,,,,,,
234,234,234,225.498277,0.569,9.84896,0.477,17.09,0.169,5,17.825,0.177,5,,,0,17.531,0.138,6,16.965,0.126,6,16.554,0.211,1,,,0,,,0,19.266576048857324,17.80243644321405,17.504262800850015,17.150541093278427,16.902062393897317,16.729269530869132,16.68015606886223,16.36483140069634,0.1899730588990298,0.055820090386930137,0.047142728887021965,0.049211761840780056,0.07523816591604447,0.0964775840253392,0.11149941190828574,0.11149941190828576,,,,,,,
235,235,235,225.498567,0.579,10.520048,0.327,16.724,0.149,7,17.535,0.101,7,,,0,17.094,0.09,7,16.415,0.116,7,16.145,0.134,5,,,0,,,0,19.20085140818304,17.4575631567608,17.12194185588511,16.719084074387503,16.396860899464862,16.17911981857234,16.09912440792646,15.783799739760568,0.060630232077383356,0.018820296130006218,0.015417718680067426,0.012073218664381161,0.017116988253527872,0.02323787805226032,0.02749333419965359,0.027493334199653757,,,,,,,
236,236,236,225.498637,0.229,10.796062,0.225,9.338,0.031,4,9.79,0.148,5,,,0,9.761,0.378,7,9.243,0.073,4,9.253,0.042,4,9.235,0.07,4,,,0,10.67866179987286,9.719809050503919,9.54932413343052,9.356795834342336,9.295876289667262,9.252118753343225,9.291588678447628,8.976264010281735,0.037704682432762336,0.028612057010779547,0.020835076942869596,0.012733701203061738,0.011774923356012143,0.018051055091239387,0.02404036370048398,0.024040363700484003,,,,,,,
237,237,237,225.498819,0.348,10.968713,0.217,15.824,0.063,7,16.554,0.061,7,,,0,16.143,0.051,6,15.611,0.046,6,15.356,0.099,6,,,0,,,0,17.881179759727303,16.468077686550032,16.174277390843386,15.830047865621417,15.60140099461048,15.435725850528094,15.390571604988079,15.075246936822193,0.07485272558128987,0.02175278582360688,0.0163113958438276,0.015029450758330044,0.024486508546734433,0.03279189363209375,0.0387075436594005,0.038707543659400725,,,,,,,
238,238,238,225.499151,0.508,10.61638,0.507,17.007,0.186,7,17.671,0.113,7,,,0,17.221,0.052,7,17.004,0.139,7,16.294,0.373,2,,,0,,,0,18.532871614583506,17.498081282809046,17.288114660737946,17.034086204968403,16.90921085406474,16.818555004081908,16.82470476319297,16.509380095027076,0.2575747499946288,0.0969710040027927,0.07122371799914015,0.07608598644845697,0.12037456918694484,0.1643182725057238,0.19650209964266058,0.1965020996426607,,,,,,,
239,239,239,225.500011,0.585,10.500083,0.294,16.601,0.097,7,17.868,0.275,7,,,0,17.14,0.094,7,16.046,0.039,7,15.597,0.127,7,,,0,,,0,20.023311382144797,17.631830704028857,17.20105209855401,16.621559176185876,16.050731080998425,15.589507460741132,15.385194675068313,15.069870006902423,0.04429567449533443,0.04246251724787821,0.03089878354509935,0.01777259533041332,0.018223270690635954,0.05189245764613461,0.07120666674528099,0.07120666674528091,,,,,,,
240,240,240,225.501144,0.715,11.064907,0.461,17.241,0.108,4,18.02,0.176,4,,,0,17.681,0.072,3,17.297,0.111,3,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
241,241,241,225.501307,0.619,10.737097,0.386,17.197,0.109,4,17.993,0.182,4,,,0,17.767,0.105,6,16.704,0.084,6,16.079,0.274,6,,,0,,,0,20.45272697946252,18.145973078355894,17.745229653178114,17.219429667806295,16.698512177085505,16.323264979264827,16.161866630777233,15.846541962611354,0.21158375484590697,0.0988944769033267,0.07744815312681542,0.05132783251074307,0.06783778046518382,0.12430994195296854,0.15824405646372916,0.15824405646372852,,,,,,,
242,242,242,225.501385,0.162,10.896986,0.208,12.802,0.039,7,13.668,0.027,7,,,0,13.158,0.019,6,12.546,0.034,6,12.295,0.032,6,12.223,0.136,3,,,0,15.204967578001835,13.538402917704182,13.212401726604611,12.822440468470965,12.520325433823405,12.312141047502656,12.237747576207276,11.922422908041387,0.10908669381892581,0.0320401676114252,0.026509644862927517,0.023806220652955783,0.037166830434579856,0.04903077513263068,0.057103746767608585,0.057103746767608606,,,,,,,
243,243,243,225.501659,0.363,9.930585,0.315,14.583,0.042,8,15.261,0.05,8,,,0,14.831,0.025,7,14.386,0.05,7,14.232,0.041,7,,,0,,,0,16.35887119805932,15.127567751305705,14.86465268465681,14.560473274939593,14.382038137372025,14.24774796966133,14.22329018057022,13.907965512404324,0.1344149876444781,0.056329268617381946,0.041911712985322244,0.02680686656167146,0.021138174382040725,0.029287994895984253,0.0375828033815052,0.03758280338150558,,,,,,,
244,244,244,225.502321,0.235,10.040864,0.214,15.46,0.061,8,16.131,0.103,8,,,0,15.715,0.047,7,15.342,0.073,7,15.188,0.125,7,,,0,,,0,17.09478397086869,15.983399099342698,15.75022675965004,15.47684427013025,15.332485266250526,15.223141517363139,15.216800013486047,14.901475345320161,0.07898752048651908,0.02919278892436024,0.020822172180238727,0.0223197144418781,0.035675156820506294,0.04817590955345315,0.05716136787188512,0.05716136787188499,,,,,,,
245,245,245,225.50289,0.316,10.71594,0.209,15.784,0.074,8,16.517,0.077,8,,,0,16.035,0.021,7,15.599,0.063,7,15.334,0.094,7,,,0,,,0,17.60701775520593,16.334018987481116,16.067213126411644,15.753159966567381,15.556280035407916,15.414008682564898,15.384186704141495,15.068862035975613,0.18161387439882698,0.05321058469988957,0.03490697214028817,0.02873672125206712,0.05343853829934404,0.0757679799746031,0.09159430407883078,0.09159430407883071,,,,,,,
246,246,246,225.502904,0.629,10.682673,0.44,16.744,0.123,7,17.578,0.234,7,,,0,17.128,0.072,7,16.704,0.102,7,16.294,0.18,5,,,0,,,0,18.709831309892103,17.426977630615667,17.15633467346281,16.840925995206575,16.63434326996814,16.485482711479754,16.452725500404767,16.13740083223888,0.2554066506340445,0.086851059475244,0.06344003948067356,0.04663986439961228,0.06413206453382524,0.09019274181089819,0.10971842210702583,0.10971842210702615,,,,,,,
247,247,247,225.503727,0.732,10.332164,0.464,16.542,0.12,8,17.458,0.096,8,,,0,16.963,0.035,7,16.102,0.267,7,15.932,0.16,7,,,0,,,0,19.266108720507376,17.340722104884584,16.98631114609921,16.54850498578861,16.162728323627064,15.910006288985521,15.809539831636265,15.494215163470372,0.0943841749836568,0.022866212754246506,0.016569963798307445,0.01424810961459296,0.035560853962631665,0.050795063811246904,0.059745103010433176,0.05974510301043345,,,,,,,
248,248,248,225.504987,0.259,9.947549,0.225,15.859,0.07,8,16.567,0.118,8,,,0,16.111,0.047,7,15.608,0.031,7,15.393,0.091,7,,,0,,,0,17.77907476686766,16.435176125741442,16.152416014545523,15.825609027673984,15.614984292079427,15.460785101620267,15.422628759803956,15.107304091638063,0.12585820114321045,0.04701033389818239,0.035035383653875755,0.02288501368877983,0.022264709208138403,0.03168845471563103,0.03969264974838273,0.03969264974838255,,,,,,,
249,249,249,225.506659,0.262,10.949546,0.277,14.136,0.027,5,15.072,0.032,5,,,0,14.547,0.021,4,13.866,0.033,4,13.632,0.044,4,13.301,0.185,1,,,0,16.717686816822976,14.932883260768929,14.5946326839574,14.185122556186052,13.845938853224904,13.61877827806207,13.533432256261811,13.218107588095918,0.12417131810548217,0.03657113602185983,0.029554404596335904,0.02375760650646658,0.0390012672813044,0.05354823241455622,0.06306801421304588,0.06306801421304596,,,,,,,
250,250,250,225.507878,0.832,10.852757,0.333,16.621,0.113,6,17.656,0.074,6,,,0,17.057,0.038,7,16.202,0.062,7,15.739,0.075,6,,,0,,,0,19.692496353882056,17.507737407102034,17.123546388266206,16.62453914351817,16.13539372675836,15.815361837852798,15.67939031692707,15.36406564876117,0.14417895290332586,0.05379693697442956,0.04498650388302038,0.036272410820654494,0.0523401081108925,0.07913246121238188,0.09442810287516952,0.09442810287516987,,,,,,,
251,251,251,225.508361,0.844,10.881241,0.498,17.359,0.213,7,17.777,0.193,7,,,0,17.459,0.153,6,17.295,0.287,6,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
252,252,252,225.508443,0.622,9.854362,0.634,17.208,0.102,2,18.293,0.15,2,,,0,17.648,0.102,6,16.889,0.194,6,16.675,0.243,1,,,0,,,0,20.074657616120682,18.09687198929189,17.73694586928594,17.285323106047137,16.87105011551302,16.60167744246774,16.492097744239175,16.176773076073275,0.20614923093616047,0.06822020269819272,0.05724780770415256,0.04890113056560516,0.07811882883565129,0.10877441104107975,0.1272352277777006,0.12723522777770066,,,,,,,
253,253,253,225.509184,0.435,10.261506,0.336,17.343,0.157,2,18.186,0.197,2,,,0,17.712,0.087,1,17.336,0.15,1,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
254,254,254,225.509445,0.972,9.88452,0.605,17.204,0.18,6,17.94,0.206,6,,,0,17.653,0.268,6,17.002,0.152,6,16.547,0.071,2,,,0,,,0,19.909877802451767,18.00156574245935,17.650385712703695,17.213328071204018,16.844741110242296,16.59214968535266,16.48901353691111,16.173688868745224,0.3280047930960779,0.1509464556818752,0.1313560701778522,0.09644971344752952,0.054603689915011425,0.05510717785707569,0.06767915762437092,0.06767915762437046,,,,,,,
255,255,255,225.509489,0.378,9.910222,0.199,15.781,0.077,8,16.437,0.067,8,,,0,16.036,0.04,7,15.67,0.055,7,15.448,0.141,7,,,0,,,0,17.42536508720383,16.310919976492862,16.075558864874765,15.800950621006344,15.65623505069123,15.54736405383494,15.540936961433644,15.225612293267758,0.08755173987939768,0.029518400702596398,0.02157047498363913,0.026669323836180477,0.04358959152379757,0.0581704887032997,0.06852168957653695,0.06852168957653675,,,,,,,
256,256,256,225.509497,0.666,10.97833,0.37,16.668,0.155,7,17.384,0.097,7,,,0,17.005,0.099,6,16.526,0.083,6,16.264,0.116,3,,,0,,,0,18.63262533737838,17.305531324438626,17.025304455192448,16.700943088307312,16.494210927331167,16.34177852197937,16.30561721548804,15.990292547322149,0.11720357660667977,0.043207078069818154,0.03291984123284292,0.024551637263318535,0.028423823298349856,0.037760324350980326,0.045343388500416595,0.045343388500417164,,,,,,,
257,257,257,225.509526,0.779,10.396744,0.62,17.219,0.262,6,17.802,0.188,6,,,0,17.599,0.09,5,17.206,0.109,5,16.486,0.212,1,,,0,,,0,19.00414212481813,17.853111746430223,17.613366947531986,17.327302517897138,17.149772575867587,17.01675712223723,17.00301261048088,16.687687942314994,0.40978874895366546,0.16461961911188483,0.13274111564597868,0.11416558784038887,0.1407453948430717,0.18416453087991352,0.2186115717249604,0.21861157172496007,,,,,,,
258,258,258,225.510039,0.48,10.963872,0.408,16.786,0.152,7,17.552,0.106,7,,,0,17.152,0.068,6,16.535,0.071,6,16.125,0.046,3,,,0,,,0,19.36322149056671,17.53511491809578,17.189654849906525,16.770869598321184,16.418700702209584,16.178844534921744,16.08726671552099,15.771942047355111,0.212971911305589,0.09051135477700734,0.07805392038320083,0.05767471813358917,0.04215529025822849,0.05147423582596915,0.061582605127575914,0.06158260512757588,,,,,,,
259,259,259,225.51109,0.432,10.982338,0.211,15.812,0.045,7,16.51,0.039,7,,,0,16.14,0.041,6,15.704,0.07,6,15.468,0.15,6,,,0,,,0,17.659964353488185,16.418416624199246,16.15510206470725,15.848419989071807,15.66882923848516,15.533166084928197,15.508524820457879,15.193200152291993,0.09253458226969556,0.03302043705426413,0.02248021440103557,0.013522493920843993,0.018499311028126072,0.027787843875647925,0.034915953636162796,0.034915953636163004,,,,,,,
260,260,260,225.512578,0.609,10.652564,0.508,16.54,0.06,7,17.629,0.16,7,,,0,17.122,0.092,7,16.193,0.089,7,15.853,0.164,7,,,0,,,0,19.623486229491164,17.48576357658341,17.106488215093485,16.620980392777177,16.156346325217015,15.849680990605627,15.721059837296458,15.405735169130566,0.1583928805397044,0.058070760876650994,0.047417948118057766,0.03187375427072488,0.04242288190113039,0.06712147021771926,0.0817376543679254,0.08173765436792531,,,,,,,
261,261,261,225.516695,0.018,10.631706,0.212,,,0,,,0,,,0,17.998,0.156,1,17.381,0.252,1,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
262,262,262,225.518049,0.306,10.144833,0.206,16.007,0.052,8,17.027,0.076,8,,,0,16.412,0.034,7,15.659,0.078,7,15.374,0.148,7,,,0,,,0,18.77630354398891,16.83400529484696,16.478838885197796,16.037020291739687,15.634834376901814,15.37521802798162,15.270867505476392,14.955542837310496,0.2039941469345236,0.061133130828450975,0.048381454971965734,0.03643079698907887,0.06715904031740777,0.09735652728405877,0.11548619330677798,0.1154861933067779,,,,,,,
263,263,263,225.518343,0.444,10.912447,0.288,13.708,0.045,7,14.363,0.029,7,,,0,13.952,0.012,6,13.541,0.031,6,13.385,0.039,6,13.224,0.03,2,,,0,15.389551000021914,14.217850336872424,13.97059928966161,13.681771882294672,13.52253147608874,13.400182670196546,13.384438165890135,13.069113497724242,0.07982191997442091,0.023830631425693145,0.018117203653249946,0.02402075712221119,0.039612255428013526,0.05217551213040392,0.061079370529138304,0.06107937052913856,,,,,,,
264,264,264,225.519342,0.318,9.870795,0.258,14.709,0.055,8,15.417,0.049,8,,,0,14.994,0.02,7,14.491,0.028,7,14.308,0.063,7,,,0,,,0,16.599414629502384,15.29288953768144,15.016475502232357,14.69371007115759,14.493003694309351,14.345009030423526,14.311681875758271,13.996357207592382,0.0663557267514328,0.020777418555724715,0.01531084581686129,0.0143475541522294,0.02263049905304246,0.030192588816568455,0.03563376533561281,0.03563376533561297,,,,,,,
265,265,265,225.52014,0.255,10.665297,0.205,15.916,0.043,8,16.021,0.067,8,,,0,15.837,0.033,7,16.081,0.095,7,16.026,0.125,5,,,0,,,0,16.92914131450715,15.911133649092157,15.886573380671116,15.92070198103611,16.101727451730994,16.275824211825487,16.462078896513937,16.146754228348037,0.19846424004950075,0.17209488382450888,0.14410968748219646,0.10618735939053683,0.08598989255775522,0.10180790077554946,0.11818693316431393,0.11818693316431396,,,,,,,
266,266,266,225.522147,0.529,10.439643,0.453,16.792,0.046,8,17.356,0.101,8,,,0,17.028,0.085,7,16.777,0.251,7,16.09,0.057,2,,,0,,,0,19.284759905739946,17.500605723789285,17.165187274738045,16.756453940710223,16.412312002000085,16.171980527901354,16.08436845254638,15.769043784380486,0.33291725855951343,0.12307463486880012,0.10327399301025113,0.07787406069743202,0.08953948292527636,0.12122313693733623,0.14427109050701206,0.14427109050701217,,,,,,,
267,267,267,225.523061,0.404,11.023396,0.26,16.035,0.04,7,16.975,0.084,7,,,0,16.458,0.05,6,15.587,0.021,6,15.297,0.078,6,,,0,,,0,18.970595622678196,16.88117398592398,16.50730704713353,16.032416794136303,15.590084623968906,15.301377482235516,15.180649649879342,14.865324981713453,0.05142841345852252,0.019149320780784622,0.01603300788698136,0.01092758754341401,0.01159207763433355,0.01736415871083656,0.021063408383449136,0.02106340838344938,,,,,,,
268,268,268,225.523576,0.453,10.411456,0.632,17.036,0.139,3,17.905,0.129,3,,,0,17.604,0.081,4,16.911,0.144,4,16.503,0.188,1,,,0,,,0,19.670581242934652,17.918009580906606,17.585056470914274,17.17716819601057,16.836846928566857,16.61381196006588,16.530453586007724,16.21512891784183,0.23451582624444267,0.07047785438598558,0.05734670296633501,0.04723565520277824,0.07613766113440262,0.1043015132963471,0.12277492996494581,0.12277492996494573,,,,,,,
269,269,269,225.523729,0.188,10.620562,0.202,12.643,0.032,8,13.651,0.041,8,,,0,13.064,0.029,7,12.342,0.042,7,12.038,0.063,7,11.866,0.056,4,,,0,15.428381977051004,13.495502108728477,13.139946061281162,12.699550630683074,12.305496495335337,12.0475275315667,11.94486639507334,11.629541726907451,0.1828006705175896,0.0626001679076849,0.05110982223636872,0.03565972572476636,0.04948582114541526,0.07206092683759957,0.08637036033780396,0.08637036033780394,,,,,,,
270,270,270,225.524619,0.301,9.979102,0.274,14.892,0.038,8,15.578,0.076,8,,,0,15.133,0.032,7,14.677,0.035,7,14.556,0.056,7,,,0,,,0,16.65633951567181,15.431357209753074,15.169932350596973,14.867554181138331,14.691999401852073,14.55946895355482,14.536987650328538,14.221662982162645,0.162125149745822,0.07182703975454366,0.054000221113016854,0.03392725852199899,0.020194013676824697,0.02727458665290954,0.03690754784761499,0.03690754784761486,,,,,,,
271,271,271,225.525456,0.422,10.519606,0.443,16.714,0.139,8,17.234,0.156,8,,,0,16.901,0.078,7,16.499,0.099,7,16.285,0.113,4,,,0,,,0,18.344353851008897,17.17440850675534,16.926145580876522,16.63794358213635,16.477053720594782,16.354858726803947,16.34040666088567,16.025081992719777,0.11614527076629241,0.04289199255456814,0.031570740765549395,0.029717892449194937,0.044110641325417685,0.058859925836321485,0.0697840673539417,0.06978406735394194,,,,,,,
272,272,272,225.526407,0.208,10.391494,0.148,15.365,0.07,8,16.165,0.081,8,,,0,15.669,0.024,7,15.146,0.047,7,14.954,0.119,7,,,0,,,0,17.35001280227648,15.983189996019568,15.698911702888758,15.360941714988936,15.139296377784515,14.979783706921939,14.938940576456243,14.623615908290358,0.11937552262577171,0.032678508237442394,0.023314232144514342,0.02197218033717483,0.03862778321275248,0.05248554373486692,0.06225672696346273,0.06225672696346253,,,,,,,
273,273,273,225.526441,0.181,9.971665,0.301,14.929,0.034,8,15.877,0.054,8,,,0,15.315,0.027,7,14.673,0.041,7,14.425,0.049,7,,,0,,,0,17.41785527270619,15.695913957120148,15.364307721362792,14.966295853357668,14.646008364552582,14.428634207987542,14.351061803486722,14.035737135320836,0.12433574030231892,0.037193782223323195,0.030990192166952448,0.027351779461265015,0.042537004293014914,0.05633568325736594,0.0656121299941782,0.06561212999417823,,,,,,,
274,274,274,225.52649,0.36,10.482007,0.273,16.087,0.092,8,16.921,0.106,8,,,0,16.436,0.061,7,15.858,0.095,7,15.563,0.078,6,,,0,,,0,18.436945768135757,16.80011774621746,16.478339304512787,16.09441307633827,15.800961209745815,15.5995988070108,15.529933217858712,15.214608549692816,0.11846498197070329,0.03880560873124152,0.03143819528265759,0.024052789176720626,0.03027452537363222,0.04074195844766703,0.04844272015287088,0.048442720152870926,,,,,,,
