Unnamed: 0,Unnamed: 1,id,radeg,raerr,decdeg,decerr,V,Verr,Vnobs,B,Berr,Bnobs,up,SUerr,SUnobs,gp,SGerr,SGnobs,rp,SRerr,SRnobs,ip,SIerr,SInobs,zs,SZerr,SZnobs,Y,Yerr,Ynobs,u_lco,B_lco,g_lco,V_lco,r_lco,i_lco,z_lco,y_lco,uerr_lco,Berr_lco,gerr_lco,Verr_lco,rerr_lco,ierr_lco,zerr_lco,yerr_lco,teff,norm,teff_err,norm_err,ebv,covar,redchi
1152,1152,1152,226.086281,0.763,10.069617,0.424,16.939,0.026,5,17.868,0.141,5,,,0,17.404,0.072,7,16.601,0.066,7,16.217,0.181,6,,,0,,,0,19.70443811687364,17.76482577808723,17.40809612862939,16.96789879986288,16.575996987856477,16.31856112756786,16.215421410044158,15.900096741878265,0.09283334195310862,0.02964792083727917,0.022769877674096314,0.011958618641047273,0.020817067384645865,0.0339901383243182,0.04184281419318203,0.04184281419318202,,,,,,,
1153,1153,1153,226.088176,0.228,10.907211,0.112,11.893,0.042,6,13.454,0.034,6,,,0,12.582,0.014,6,11.349,0.038,6,10.407,0.056,9,9.917,0.046,3,,,0,15.275826013181636,13.232158016098275,12.688916781831598,12.018278260133986,11.417107874193452,10.287694821936118,9.774672294346388,9.459347626180499,0.09703351451027976,0.11956989165836113,0.10051125912847754,0.09853378454255089,0.09020779417522501,0.207402688650459,0.30173276266177657,0.3017327626617764,,,,,,,
1154,1154,1154,226.089171,0.48,10.297567,0.419,17.391,0.149,5,18.033,0.143,5,,,0,17.662,0.078,7,17.044,0.14,7,16.604,0.213,1,,,0,,,0,19.64398813900651,18.014486818105183,17.697870441866073,17.315869556407705,17.015056464562733,16.812885345901442,16.74181896696068,16.426494298794786,0.25622658264630316,0.0754546077128037,0.0594512883182265,0.04700035526282263,0.07437783973939512,0.10262449113535403,0.12195442721921271,0.12195442721921299,,,,,,,
1155,1155,1155,226.091834,0.395,10.823156,0.432,17.298,0.147,6,17.802,0.21,6,,,0,17.491,0.067,6,17.28,0.24,6,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1156,1156,1156,226.09291,0.673,9.811266,1.035,16.841,0.141,6,17.431,0.259,6,,,0,17.06,0.116,5,16.52,0.15,4,16.214,0.223,1,,,0,,,0,18.85551606230117,17.414753663244753,17.11895384459934,16.7653238771951,16.51666946572604,16.347174851940522,16.298908105188183,15.983583437022297,0.2001582888728184,0.0538303175654816,0.04598183166549289,0.052359051247154634,0.08466542157840493,0.10901473801993644,0.12591697853710118,0.12591697853710118,,,,,,,
1157,1157,1157,226.092935,0.523,9.861296,0.227,,,0,,,0,,,0,17.29,0.12,6,16.064,0.061,6,15.324,0.099,6,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1158,1158,1158,226.093608,0.592,11.224377,0.573,16.559,0.043,4,17.392,0.063,4,,,0,17.002,0.037,6,16.309,0.079,6,15.917,0.226,5,,,0,,,0,19.06839371351814,17.333148760941484,16.99922775679555,16.600167258909472,16.278594192715474,16.061824944403007,15.983775761994629,15.668451093828743,0.11198288416226633,0.02776027723044262,0.020251276152954363,0.014613988442921671,0.03244917708683386,0.046410630579368,0.05539726947193204,0.05539726947193186,,,,,,,
1159,1159,1159,226.094989,0.545,10.286192,0.393,16.714,0.154,6,18.095,0.226,6,,,0,17.41,0.069,7,16.122,0.104,7,15.368,0.078,7,,,0,,,0,20.14424233479376,17.939533833778533,17.43135121523043,16.767318957277254,16.160780538549332,15.361136689696355,14.990669785581797,14.675345117415905,0.016512129828821442,0.023302885652740392,0.020543988146899127,0.019654969952007814,0.02104818698629026,0.02894151340424353,0.04448849362190526,0.0444884936219054,,,,,,,
1160,1160,1160,226.095102,0.317,10.189234,0.237,13.694,0.037,7,14.279,0.033,7,,,0,13.918,0.024,7,13.509,0.043,7,13.343,0.056,7,13.272,0.086,2,,,0,15.333027906700558,14.18817743058828,13.945074518436275,13.661780144087032,13.509346356580807,13.393067361956863,13.381657947962168,13.066333279796282,0.061751217922920425,0.02099108866327024,0.018057993527992575,0.02381139609628448,0.03629509022524051,0.04669275427498088,0.05408154415416421,0.054081544154164156,,,,,,,
1161,1161,1161,226.095225,0.213,9.830656,0.273,,,0,,,0,,,0,18.365,0.159,1,17.306,0.155,1,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1162,1162,1162,226.095808,0.488,10.647167,0.45,17.501,0.163,1,18.336,0.224,1,,,0,17.928,0.101,4,17.485,0.107,3,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1163,1163,1163,226.096195,0.193,10.164543,0.214,15.422,0.053,7,16.056,0.093,7,,,0,15.652,0.03,7,15.254,0.04,7,15.008,0.079,7,,,0,,,0,17.06589268456718,15.921441891905268,15.678751272693347,15.39447738728214,15.23962962239099,15.124079126550228,15.11301676350702,14.79769209534113,0.09243861516845255,0.03222838332515136,0.025179390888221742,0.029372896454177833,0.045165911032998066,0.059029630010059814,0.06900992078116651,0.06900992078116633,,,,,,,
1164,1164,1164,226.096606,0.666,10.140608,0.643,17.476,0.134,4,17.932,0.23,4,,,0,17.578,0.122,6,17.247,0.136,6,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1165,1165,1165,226.09662,0.262,9.86405,0.345,14.29,0.043,7,14.818,0.036,7,,,0,14.477,0.03,7,14.157,0.047,7,14.007,0.071,7,,,0,,,0,15.757159712143768,14.719625749116204,14.509015767596633,14.265574040437933,14.152562894304538,14.068110842361033,14.077521342305854,13.762196674139965,0.06255694835998651,0.02810999940010791,0.02073189526317489,0.022909147355032123,0.03517961706923025,0.04714384152015808,0.055856940050221626,0.055856940050221716,,,,,,,
1166,1166,1166,226.097686,0.547,10.307718,0.492,,,0,,,0,,,0,18.137,0.016,2,17.609,0.026,2,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1167,1167,1167,226.097728,0.462,11.186734,0.315,16.772,0.12,6,17.544,0.14,6,,,0,17.118,0.033,6,16.472,0.048,6,16.417,0.013,3,,,0,,,0,18.76367441607524,17.40576060524252,17.12028858772605,16.78710758430215,16.574219425756645,16.41780426829476,16.37890052339889,16.063575855232997,0.10177957216424564,0.04494343320558216,0.03579306570070697,0.024813921328515027,0.014167221498711222,0.014418182696482132,0.018130472759844963,0.018130472759845043,,,,,,,
1168,1168,1168,226.101358,0.241,9.756771,0.199,15.67,0.089,7,16.341,0.075,7,,,0,15.95,0.056,7,15.482,0.051,7,15.207,0.055,7,,,0,,,0,17.634656377926518,16.272449750521943,15.987352944347947,15.654473523562032,15.439510892319618,15.281282513565856,15.241235369350317,14.925910701184424,0.14049368300213871,0.05176880076044928,0.04012879115582524,0.03028881231398326,0.033998787784971396,0.04464811065441912,0.05340379712297062,0.053403797122970595,,,,,,,
1169,1169,1169,226.103819,0.338,11.218634,0.349,17.429,0.015,2,18.321,0.337,2,,,0,17.763,0.102,5,17.079,0.125,5,16.268,0.16,1,,,0,,,0,20.460265628668218,18.324684417618776,17.953831238909046,17.478487502423143,17.005171903185108,16.680413227202045,16.551532202848918,16.236207534683032,0.3540345490747281,0.14670141886424165,0.11058400468756077,0.06765694141955347,0.11200913709040637,0.1954764604096086,0.24809921035345747,0.24809921035345706,,,,,,,
1170,1170,1170,226.104094,0.654,10.353045,0.438,17.174,0.17,6,17.855,0.327,6,,,0,17.433,0.082,6,16.865,0.142,6,16.511,0.191,1,,,0,,,0,19.34852191082745,17.789058196632148,17.475761187717566,17.106534803774252,16.826052394392704,16.637000402011402,16.57772381647972,16.262399148313825,0.21518426048134173,0.06473674084391591,0.05043251743053021,0.038454711182543656,0.05736770785464714,0.079387549248825,0.09492952472606715,0.094929524726067,,,,,,,
1171,1171,1171,226.104158,0.496,10.08998,0.33,16.689,0.111,4,18.028,0.272,4,,,0,17.257,0.048,7,16.311,0.098,7,15.793,0.098,6,,,0,,,0,20.038046693826736,17.705295913385626,17.29895878505141,16.759495595611355,16.225013915336703,15.844498994945567,15.681130081490707,15.365805413324821,0.11019414688061863,0.0530227020703126,0.04322891622811344,0.035510442789050405,0.04716436951902728,0.08292017871113905,0.10278755763408429,0.10278755763408451,,,,,,,
1172,1172,1172,226.105201,0.141,11.126637,0.085,11.875,0.011,6,12.951,0.026,6,,,0,12.37,0.04,6,11.533,0.032,6,11.165,0.072,6,10.987,0.061,3,,,0,14.985075024056489,12.8124792744726,12.429516775156134,11.931796065828763,11.446044823504163,11.130426916480896,10.996863279584403,10.681538611418514,0.15168384886982458,0.047915442015014596,0.037260399371137835,0.030118734819373782,0.05751309998832613,0.0911822939384089,0.1094505034058695,0.10945050340586958,,,,,,,
1173,1173,1173,226.106457,0.184,9.80446,0.207,15.181,0.041,7,16.62,0.095,7,,,0,15.893,0.022,7,14.576,0.044,7,13.678,0.057,7,12.975,0.155,1,,,0,18.559754818267756,16.44077283199549,15.91499922188087,15.247410100213898,14.649157126247353,13.671367810323986,13.217145325778496,12.901820657612603,0.0319843721890038,0.04152660525389762,0.03327734329645571,0.03212097177121956,0.033149478257608354,0.07960517539740822,0.12223068987877894,0.12223068987877872,,,,,,,
1174,1174,1174,226.106603,0.474,10.47618,0.469,16.83,0.071,7,17.419,0.095,7,,,0,17.169,0.072,7,16.683,0.124,7,16.329,0.324,4,,,0,,,0,18.558506629035335,17.38818903397476,17.139722419530557,16.850067015990412,16.690989239608633,16.569495888477014,16.553363224356282,16.23803855619039,0.11931182558582962,0.03368225006564076,0.02417939331981155,0.033370353684828775,0.05738767828843111,0.076455999989132,0.08986063657284397,0.0898606365728439,,,,,,,
1175,1175,1175,226.107064,0.321,10.709353,0.367,16.578,0.095,7,17.477,0.144,7,,,0,16.988,0.075,7,16.234,0.057,7,15.889,0.134,7,,,0,,,0,19.262695702632364,17.373596532024756,17.022353071693118,16.59250947396842,16.220744455417595,15.976051458588515,15.880571859132807,15.565247190966929,0.07685405422163537,0.026786813196298234,0.022358296176297844,0.0172964129523533,0.023511451744677614,0.032166043605358026,0.037786517228871885,0.037786517228872205,,,,,,,
1176,1176,1176,226.108373,0.204,9.976432,0.183,15.809,0.063,7,16.425,0.044,7,,,0,16.034,0.024,7,15.649,0.071,7,15.493,0.089,7,,,0,,,0,17.442806589368168,16.304675127734193,16.062236719381126,15.780557378536514,15.628140315177035,15.512547512851228,15.501925883006137,15.186601214840255,0.07069613497921509,0.020455187479875854,0.021195785724732377,0.033141979564757645,0.05094929004160696,0.06474925355253784,0.07437947182010625,0.07437947182010574,,,,,,,
1177,1177,1177,226.109105,0.351,9.842616,0.254,14.421,0.039,7,15.621,0.035,7,,,0,14.989,0.037,7,13.943,0.046,7,13.48,0.043,7,13.471,0.54,3,,,0,17.894913800376862,15.507951531968708,15.077354427622627,14.493686902131703,13.922334918394078,13.459476938131342,13.255612185052986,12.940287516887103,0.038921240988294456,0.038517655928497214,0.03135115562761305,0.0284390929750398,0.03350513581122181,0.06457631210408304,0.0823535687342848,0.08235356873428497,,,,,,,
1178,1178,1178,226.110864,0.653,10.26178,0.358,17.209,0.133,1,18.656,0.311,1,,,0,17.839,0.116,3,16.782,0.104,3,16.514,0.201,1,,,0,,,0,20.628440041670764,18.287209462419476,17.880463596136046,17.342711891898773,16.812482016908668,16.41771775329424,16.250330057581273,15.935005389415387,0.1755661600854921,0.09071036798409289,0.07291251577536365,0.053748069382224505,0.06555222877325685,0.11780602623569417,0.14906145642371518,0.14906145642371493,,,,,,,
1179,1179,1179,226.111871,0.146,10.736229,0.346,,,0,,,0,,,0,17.843,0.074,2,17.378,0.062,2,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1180,1180,1180,226.112457,0.567,10.095034,0.363,16.62,0.1,5,17.766,0.042,5,,,0,17.226,0.045,7,16.414,0.076,7,16.128,0.214,7,,,0,,,0,19.73663678399484,17.663989335383356,17.291927235386886,16.81147179877928,16.368605269013443,16.08162913168441,15.962205862953162,15.646881194787277,0.12976589951268552,0.03890067422792795,0.039014197288770466,0.051797222053926374,0.08755753188429946,0.11563408832534432,0.13122878227707513,0.13122878227707507,,,,,,,
1181,1181,1181,226.113772,0.038,9.963676,0.154,,,0,,,0,,,0,18.217,0.233,1,17.442,0.22,1,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1182,1182,1182,226.114191,0.413,10.86054,0.34,16.507,0.119,7,17.169,0.08,7,,,0,16.807,0.076,7,16.231,0.08,7,15.906,0.202,7,,,0,,,0,18.54205868853591,17.110796909909077,16.813058992825376,16.46471149948725,16.230321162106655,16.061290111754403,16.015003156309092,15.699678488143213,0.0960730884364767,0.02571809591510508,0.022739705970763045,0.027450441549932036,0.04384214457040397,0.055594245178164636,0.06381748442551612,0.06381748442551557,,,,,,,
1183,1183,1183,226.114626,0.55,10.850008,0.474,,,0,,,0,,,0,18.169,0.158,6,16.69,0.091,6,15.585,0.104,6,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1184,1184,1184,226.114637,0.636,10.050262,0.39,,,0,,,0,,,0,18.848,0.148,2,17.195,0.044,2,16.305,0.124,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1185,1185,1185,226.116266,0.227,11.092491,0.233,15.701,0.035,6,16.16,0.071,6,,,0,15.862,0.06,6,15.583,0.052,6,15.467,0.104,6,,,0,,,0,17.06999146369793,16.089519920699182,15.903433504975709,15.693162072528217,15.611851054771613,15.553066478032115,15.58089388578852,15.265569217622637,0.07516420707427049,0.04420293146573213,0.029914172781062134,0.02088253874001994,0.0309520578849943,0.04623106519436504,0.05808945350467506,0.05808945350467514,,,,,,,
1186,1186,1186,226.11638,0.488,11.127991,0.336,16.533,0.066,6,17.225,0.152,6,,,0,16.833,0.049,6,16.481,0.123,6,16.254,0.185,5,,,0,,,0,18.198364064607304,17.08285414424327,16.84818757335946,16.57221177728391,16.425078384364028,16.314019536379462,16.307630650810495,15.992305982644602,0.08476172656126713,0.027418825652682582,0.018979771706444517,0.024140940458895487,0.0411370425620927,0.05554125421295803,0.06570744954372629,0.0657074495437263,,,,,,,
1187,1187,1187,226.117167,0.759,9.766703,0.435,17.403,0.1,4,17.876,0.147,4,,,0,17.63,0.033,6,17.159,0.194,6,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1188,1188,1188,226.117253,0.358,10.027238,0.254,16.198,0.089,7,17.092,0.118,7,,,0,16.572,0.044,7,15.82,0.076,7,15.519,0.104,7,,,0,,,0,18.84804396891733,16.957502103983707,16.606922824974433,16.175792054440002,15.804367374973438,15.55876715713783,15.462528153966595,15.14720348580071,0.07763459949345866,0.02373467362501012,0.020404513475573777,0.019951963847021834,0.033493180282983794,0.04430505371888417,0.05096577914842698,0.05096577914842728,,,,,,,
1189,1189,1189,226.117305,0.258,10.739889,0.248,16.379,0.057,7,17.094,0.074,7,,,0,16.677,0.073,7,16.276,0.094,7,15.888,0.115,7,,,0,,,0,18.33281207197644,17.00874272920675,16.73285358906336,16.406642208285717,16.190017341786323,16.035912475349804,15.996729777003587,15.681405108837701,0.20988823446028312,0.06838039440382879,0.04991870806992675,0.037020390223806446,0.05265049713765562,0.0736854889739361,0.08931103725718581,0.08931103725718582,,,,,,,
1190,1190,1190,226.118239,0.479,10.315731,0.261,17.207,0.226,4,17.601,0.234,4,,,0,17.498,0.112,4,17.114,0.079,4,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1191,1191,1191,226.119239,0.216,9.908989,0.376,,,0,,,0,,,0,18.081,0.139,2,17.605,0.17,2,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1192,1192,1192,226.119724,0.342,10.292173,0.17,14.761,0.038,7,15.416,0.047,7,,,0,15.0,0.029,7,14.575,0.038,7,14.428,0.064,7,,,0,,,0,16.48348528721322,15.289357301855958,15.036838648325858,14.742513199347759,14.578669987632129,14.453001429466529,14.434144479295753,14.118819811129864,0.07750717221667329,0.024884302694535593,0.01923712135926114,0.022898854436729357,0.03617895675221945,0.04728477914341106,0.05528333313380216,0.055283333133802376,,,,,,,
1193,1193,1193,226.120008,0.19,10.835867,0.227,15.555,0.073,7,16.23,0.066,7,,,0,15.808,0.023,7,15.355,0.051,7,15.142,0.121,7,,,0,,,0,17.316283642642148,16.087514780176882,15.824611303901122,15.52179310295908,15.342682553894992,15.208944446994465,15.185186941952498,14.869862273786609,0.15799905493671298,0.062101383196522184,0.043711970835546586,0.02409983721231772,0.02167231616264338,0.036213691271180126,0.048038309168749634,0.04803830916874964,,,,,,,
1194,1194,1194,226.120543,0.159,10.17453,0.176,15.098,0.064,7,16.439,0.054,7,,,0,15.771,0.034,7,14.547,0.028,7,13.894,0.082,7,,,0,,,0,18.570776653973425,16.315060173123605,15.82143853432207,15.16889270539178,14.56046987258679,13.849592587553083,13.524882737991526,13.209558069825633,0.022821376952125036,0.03483303629347735,0.025054471490024696,0.021208180824305374,0.02281675616544903,0.07289176978420861,0.10903340603284674,0.10903340603284666,,,,,,,
1195,1195,1195,226.120907,0.262,10.169412,0.273,13.639,0.04,7,14.394,0.034,7,,,0,13.938,0.03,7,13.412,0.044,7,13.201,0.062,7,13.115,0.271,2,,,0,15.739916785692905,14.286082978817149,13.986689687458199,13.634391577999395,13.395892466836717,13.222976192300496,13.173038070368044,12.857713402202148,0.07539932929464921,0.020038757010864536,0.019296370476244922,0.024656743973912595,0.038739046739651894,0.04835346763829513,0.05505674662798524,0.05505674662798512,,,,,,,
1196,1196,1196,226.1212,0.839,10.356972,0.383,17.366,0.046,5,17.798,0.107,5,,,0,17.538,0.08,5,17.109,0.175,5,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1197,1197,1197,226.121454,0.716,10.261522,0.429,17.431,0.121,5,17.88,0.195,5,,,0,17.365,0.107,5,17.083,0.161,5,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1198,1198,1198,226.12154,0.631,10.797504,0.345,17.136,0.096,2,18.062,0.364,2,,,0,17.757,0.143,7,16.48,0.106,7,15.95,0.25,7,,,0,,,0,20.553184439524955,18.231507669175535,17.762806902894482,17.13484424325108,16.535201251782894,15.942509600998498,15.677932381387272,15.362607713221372,0.03349983869881691,0.0536942454828844,0.03739792467756975,0.029436722524217376,0.03369857308333157,0.10448449940318942,0.14693872760893362,0.14693872760893342,,,,,,,
1199,1199,1199,226.123442,0.615,11.15543,0.275,16.542,0.093,5,17.948,0.193,5,,,0,17.394,0.076,6,16.026,0.071,6,15.207,0.065,6,,,0,,,0,20.027781076129692,17.85268254651951,17.33942747506063,16.673334083146578,16.070698112707554,15.198458599948598,14.792343324594459,14.477018656428566,0.03960449715322508,0.06476543232802712,0.05653412903802779,0.05465618011003507,0.058090181842454285,0.06364118191856767,0.10093810991072397,0.10093810991072392,,,,,,,
1200,1200,1200,226.123647,0.192,10.928275,0.124,15.423,0.084,6,16.144,0.076,6,,,0,15.687,0.022,6,15.225,0.02,6,15.045,0.088,6,,,0,,,0,17.180572804240462,15.961869368284376,15.701389392207759,15.399323460675,15.224529830293083,15.093902185815274,15.072395622818277,14.757070954652388,0.12029201089570415,0.05349610845648025,0.040243592828453884,0.025310664783113203,0.014428474845241188,0.018778260117890886,0.025635434101938276,0.025635434101938262,,,,,,,
1201,1201,1201,226.123871,0.456,10.816794,0.341,17.746,0.283,1,18.428,0.364,1,,,0,17.857,0.147,7,16.828,0.113,7,16.297,0.342,5,,,0,,,0,20.765084670990596,18.416724169933808,18.001960257569998,17.442118654891587,16.88441334050586,16.43647198994529,16.25081870756508,15.935494039399195,0.21909902562615238,0.1318783091936534,0.10324858728910519,0.08536894551185831,0.11655653310829786,0.21630633823121637,0.2775486258559771,0.27754862585597745,,,,,,,
1202,1202,1202,226.12491,0.599,10.516851,0.22,,,0,,,0,,,0,18.122,0.088,3,17.347,0.084,3,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1203,1203,1203,226.125042,0.08,10.625081,0.156,,,0,,,0,,,0,17.881,0.068,2,17.628,0.032,2,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1204,1204,1204,226.125192,0.571,10.556881,0.358,17.216,0.134,2,18.098,0.13,2,,,0,17.725,0.053,6,17.217,0.101,6,17.152,0.335,1,,,0,,,0,19.30975363669304,18.007303894486476,17.734653066767223,17.41476447744052,17.208988490118315,17.059334893032876,17.02446208569671,16.70913741753082,0.17051470994009066,0.04924953807933938,0.035495246556492326,0.0359406638814878,0.060648286264754894,0.08150575083671015,0.09635590840013396,0.0963559084001344,,,,,,,
1205,1205,1205,226.125808,0.325,11.040062,0.296,13.776,0.02,6,15.004,0.027,6,,,0,14.382,0.044,6,13.278,0.027,6,12.861,0.058,6,12.614,0.111,3,,,0,17.255381536617158,14.878624774584992,14.437188660184049,13.840512635748038,13.257983935593742,12.764301515476703,12.542600116197537,12.227275448031655,0.035494381820306994,0.029144168421449474,0.03311491425927747,0.04408081157479581,0.053405124736259094,0.09159265114881517,0.11121804172222695,0.11121804172222685,,,,,,,
1206,1206,1206,226.126644,0.752,10.048507,0.505,16.517,0.084,7,17.333,0.117,7,,,0,16.87,0.031,7,16.406,0.104,7,16.11,0.167,7,,,0,,,0,18.509598807762274,17.171548027575575,16.892402190969044,16.561094929755903,16.34595780253389,16.193111978805568,16.155311634847195,15.839986966681295,0.14569274238378235,0.03644273131605343,0.023583228269996044,0.02392707719723643,0.0479286475966177,0.06620398926018874,0.07890641987739372,0.0789064198773937,,,,,,,
1207,1207,1207,226.127187,0.871,10.093689,0.339,17.248,0.009,2,18.073,0.061,2,,,0,17.649,0.122,7,16.877,0.24,7,16.27,0.131,2,,,0,,,0,20.040203362967283,18.07758747882996,17.72307899987719,17.28466414426873,16.86765402622691,16.603130457349273,16.49744756825607,16.182122900090178,0.28267090382403043,0.08661891907403009,0.06482563161762533,0.035480017787593646,0.07648138647424743,0.12300481693974834,0.15064945379548236,0.15064945379548253,,,,,,,
1208,1208,1208,226.127381,0.422,10.592177,0.31,17.159,0.036,4,17.917,0.121,4,,,0,17.543,0.068,7,16.976,0.146,7,16.731,0.226,1,,,0,,,0,19.305617064410654,17.836497239366594,17.534341153146364,17.18036711910061,16.938223935564707,16.76309727452046,16.711597120187754,16.39627245202186,0.04727933035263754,0.008295594474283624,0.00781899948390178,0.012451459592914542,0.02278281307021155,0.02909690762645434,0.0334643379608799,0.033464337960879775,,,,,,,
1209,1209,1209,226.127448,0.249,10.599876,0.097,15.27,0.072,7,16.241,0.053,7,,,0,15.7,0.022,7,14.961,0.043,7,14.682,0.072,7,,,0,,,0,17.946907739057664,16.083966978146016,15.736530132769111,15.309508830850564,14.943871119129497,14.703389534377596,14.610362995716272,14.295038327550387,0.09656132239159564,0.028208985433546538,0.023907750512213256,0.023273669725379555,0.040573373076103716,0.05409020129581488,0.06243332662958887,0.06243332662958861,,,,,,,
1210,1210,1210,226.129254,0.177,11.170719,0.242,14.686,0.023,6,15.263,0.039,6,,,0,14.924,0.055,6,14.557,0.042,6,14.42,0.088,6,,,0,,,0,16.25314395307104,15.177539518072873,14.95317482151028,14.69507037521862,14.567858437543169,14.4718229050407,14.473572792368298,14.158248124202409,0.05447097107536691,0.02626141225314866,0.01807467476013294,0.010058277901751242,0.010811825605131544,0.01740971455704357,0.022696768511568887,0.02269676851156912,,,,,,,
1211,1211,1211,226.130036,0.338,9.983487,0.243,16.117,0.058,7,16.658,0.089,7,,,0,16.315,0.042,7,15.932,0.077,7,15.761,0.205,6,,,0,,,0,17.607764525130897,16.554491335336458,16.338989161760324,16.085322784970323,15.965314174177706,15.875528060312575,15.880130099768486,15.5648054316026,0.0953047585957558,0.03664134021094093,0.024084817616857202,0.026886218331928585,0.04621970363501704,0.06400033842330352,0.07668574600263824,0.07668574600263814,,,,,,,
1212,1212,1212,226.13033,0.327,11.224067,0.28,16.152,0.054,6,17.242,0.075,6,,,0,16.659,0.059,6,15.769,0.063,6,15.437,0.158,6,,,0,,,0,19.267671175143718,17.1008810177983,16.717360873340375,16.221599327464624,15.742112260556382,15.429084647529187,15.295945158573662,14.980620490407773,0.11720913039247179,0.039547307720649266,0.03255228163639178,0.02722294993135511,0.04466014266447779,0.06707323498474357,0.07950669512058989,0.07950669512058962,,,,,,,
1213,1213,1213,226.13123,0.222,10.70273,0.25,15.379,0.055,7,16.857,0.065,7,,,0,16.134,0.062,7,14.795,0.043,7,14.091,0.066,6,,,0,,,0,18.858434421416597,16.652877620139684,16.148346198654814,15.487688197436803,14.883430726864095,14.068112735608373,13.694795225942109,13.379470557776223,0.05523123137690281,0.07304259575744525,0.06167094008007674,0.05916243895987259,0.06185790317990383,0.12043347863141793,0.18007321646887267,0.18007321646887242,,,,,,,
1214,1214,1214,226.132867,0.484,10.843162,0.294,16.949,0.136,7,17.62,0.039,7,,,0,17.272,0.065,7,16.75,0.158,7,16.078,0.18,4,,,0,,,0,19.0545470762899,17.55799953626002,17.264428877320164,16.91955011981849,16.651634271629348,16.466468966466607,16.409948108275664,16.094623440109764,0.41868768996313477,0.13873045975018428,0.1062028309881396,0.07134392064884969,0.09148879390853144,0.13520213274738063,0.1668567469644483,0.16685674696444872,,,,,,,
1215,1215,1215,226.133463,0.36,10.699447,0.214,15.715,0.076,7,16.435,0.049,7,,,0,15.999,0.022,7,15.482,0.08,7,15.299,0.074,6,,,0,,,0,17.697852785155014,16.314333768188995,16.02606742839511,15.686985947015678,15.463372065329644,15.30316349112405,15.261666823399537,14.946342155233651,0.08818399404095587,0.023111603196487498,0.01733695992268875,0.01944826955368321,0.033839895268203746,0.04486127652355868,0.05253087501531582,0.05253087501531593,,,,,,,
1216,1216,1216,226.133544,0.404,10.003148,0.262,16.491,0.061,7,17.19,0.124,7,,,0,16.794,0.039,7,16.149,0.065,7,15.913,0.202,7,,,0,,,0,18.698031408282077,17.136655903638797,16.824985166503595,16.454143761371256,16.17964846009061,15.990498799688659,15.928864895472287,15.613540227306395,0.1385793901299524,0.0358593425438689,0.02680962511390516,0.02299607474598673,0.042002775950012054,0.05753354937762912,0.06824978246659483,0.06824978246659533,,,,,,,
1217,1217,1217,226.133907,0.296,10.734762,0.114,14.355,0.054,7,15.193,0.04,7,,,0,14.699,0.017,7,14.087,0.049,7,13.818,0.058,7,,,0,,,0,16.690770498377503,15.054163918589428,14.731836426769167,14.346428365506366,14.050646177544625,13.848766824618288,13.777874702246056,13.462550034080163,0.12452318226394106,0.031242411777155456,0.02378750906160466,0.021185290615696364,0.040500510886180785,0.055344691814341256,0.06525811637624294,0.0652581163762428,,,,,,,
1218,1218,1218,226.133949,0.328,10.924529,0.338,16.69,0.077,6,17.923,0.257,6,,,0,17.186,0.041,6,16.165,0.068,6,15.25,0.155,6,,,0,,,0,20.0269421311675,17.68670221313974,17.24849448560122,16.66733530451034,16.09493626453162,15.627420901896528,15.423859125669054,15.108534457503165,0.09467433493954748,0.05843067833275939,0.054589437878915854,0.08181134301765844,0.11961174424691756,0.22814171752276752,0.2849354425334705,0.28493544253347064,,,,,,,
1219,1219,1219,226.134137,0.738,10.190205,0.349,17.495,0.166,1,18.162,0.198,1,,,0,17.851,0.12,4,17.351,0.074,4,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
1220,1220,1220,226.134807,0.586,9.845282,0.455,16.508,0.109,7,17.371,0.158,7,,,0,16.874,0.066,7,16.319,0.047,6,16.103,0.231,6,,,0,,,0,18.62708997793346,17.199257940606223,16.902011240381768,16.554083720550885,16.320778390321244,16.151853773478216,16.10431433536796,15.788989667202067,0.087075536850572,0.025705220949510946,0.0192826896555479,0.016663463109716486,0.02637337467714989,0.035472419186102645,0.04205202815685248,0.042052028156852446,,,,,,,
